;; ;;Palgainfo;;;Ettevõtete arv;;;;Töötajatega ettevõtete arv  ;;;Käibemaksuinfo;;;;Tööjõumaksud;
KUU;MAAKOND;KOHALIK OMAVALITSUS;TEGEVUSALA;Keskmine palk sellel tegevusalal omavalitsuse territooriumil tegutsevates ettevõtetes (eurodes);Keskmine palk Eestis (eurodes);Keskmine palk sellel tegevusalal (eurodes);Juriidiliste isikute arv omavalitsuses;Tegutsevate ettevõtete arv omavalitsuses;Tegutsevate ettevõtete arv Eestis;Tegutsevate ettevõtete arv sellel tegevusalal  ;Töötajatega ettevõtete arv omavalitsuses;Töötajatega ettevõtete arv Eestis;Töötajatega ettevõtete arv sellel tegevusalal Eestis;Deklaratsiooni KMD esitavate juriidiliste isikute arv omavalitsuses;Käive kokku (eurodes);Eksport  (eurodes);Tasumisele kuuluv käibemaks (eurodes);Omavalitsuse tööandjate deklaratsioonis TSD märgitud töötajate arv;Omavalitsuse tööandjate  deklareeritud tööjõumaksud (eurodes)
4;Harju maakond;SAUE VALD;KUNST, MEELELAHUTUS JA VABA AEG;1417;2103;1688;382;48;96187;2437;26;61548;1400;58;385915;0;12526;110;55506
4;Harju maakond;SAUE VALD;MUUD TEENINDAVAD TEGEVUSED;1634;2103;1454;323;76;96187;4523;65;61548;3748;41;193011;2997;13712;102;49183
4;Harju maakond;SAUE VALD;Tegevusala määramata;;2103;1597;6;;96187;11;;61548;9;0;0;0;0;;
4;Harju maakond;TALLINN;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;2514;2103;1574;921;174;96187;4009;97;61548;2746;339;6956303;369;-354803;311;393038
4;Harju maakond;TALLINN;MÄETÖÖSTUS;2398;2103;2238;58;18;96187;136;10;61548;100;28;6164577;1026831;143217;194;239984
4;Harju maakond;TALLINN;TÖÖTLEV TÖÖSTUS;2008;2103;1878;4973;2248;96187;7267;1721;61548;5637;2759;389015928;69887077;-1926320;25498;26453106
4;Harju maakond;TALLINN;ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE;5833;2103;4194;577;218;96187;675;53;61548;175;350;176331862;4325947;-1811199;2727;8822494
4;Harju maakond;TALLINN;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";1852;2103;1835;159;64;96187;264;47;61548;211;84;25273366;7029737;457517;1557;1493537
4;Harju maakond;TALLINN;EHITUS;2194;2103;1782;8912;3567;96187;12038;2629;61548;8986;4514;263447810;447909;11569776;14013;15466925
4;Harju maakond;TALLINN;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;1870;2103;1762;20978;7651;96187;16741;4937;61548;10886;11164;1480265951;52835128;102450676;45052;40593792
4;Harju maakond;TALLINN;VEONDUS JA LAONDUS;2406;2103;1985;4990;2163;96187;5418;1516;61548;4017;2484;289727281;3852524;810585;15666;19370039
4;Harju maakond;TALLINN;MAJUTUS JA TOITLUSTUS;1401;2103;1315;3167;1301;96187;3261;996;61548;2426;1589;63420204;234533;3997316;11936;7125773
4;Harju maakond;TALLINN;INFO JA SIDE;3654;2103;3609;18493;5801;96187;8194;2294;61548;3524;8725;505891434;4858833;15877939;22714;44494140
4;Harju maakond;TALLINN;FINANTS- JA KINDLUSTUSTEGEVUS;3449;2103;3416;6670;792;96187;1090;552;61548;735;1114;507176143;9479;2853807;13325;24840209
4;Harju maakond;TALLINN;KINNISVARAALANE TEGEVUS;2336;2103;1583;12023;3729;96187;7045;1439;61548;2942;4680;214789291;192553;2723198;4220;4628390
4;Harju maakond;TALLINN;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;2659;2103;2455;25144;8233;96187;14547;4224;61548;8075;10782;218688487;4043662;9997982;16164;21164363
4;Harju maakond;TALLINN;HALDUS- JA ABITEGEVUSED;1968;2103;1852;8852;2527;96187;5330;1550;61548;3297;3198;152354245;539821;9926610;24674;21852679
4;Harju maakond;TALLINN;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";2595;2103;2178;92;;96187;;;61548;;53;2277748;0;11134671;31413;44367883
4;Harju maakond;TALLINN;HARIDUS;2360;2103;2294;3939;733;96187;1451;482;61548;994;726;14259605;659;762145;18751;19364626
4;Harju maakond;TALLINN;TERVISHOID JA SOTSIAALHOOLEKANNE;2773;2103;2657;1987;695;96187;1750;635;61548;1640;280;87549310;7502;577722;18202;22862261
4;Harju maakond;TALLINN;KUNST, MEELELAHUTUS JA VABA AEG;1817;2103;1688;7186;1278;96187;2437;710;61548;1400;1586;67272642;19168;1305937;7317;6240780
4;Harju maakond;TALLINN;MUUD TEENINDAVAD TEGEVUSED;1648;2103;1454;8145;1879;96187;4523;1494;61548;3748;1333;17548437;291616;957359;4918;3425043
4;Harju maakond;TALLINN;Tegevusala määramata;1939;2103;1597;178;2;96187;11;1;61548;9;8;823;0;-17;82;72216
4;Harju maakond;VIIMSI VALD;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;863;2103;1574;40;6;96187;4009;2;61548;2746;14;8273;0;598;2;467
4;Harju maakond;VIIMSI VALD;MÄETÖÖSTUS;1681;2103;2238;5;4;96187;136;3;61548;100;4;36899;963;-3488;7;6376
4;Harju maakond;VIIMSI VALD;TÖÖTLEV TÖÖSTUS;1933;2103;1878;281;133;96187;7267;95;61548;5637;160;27084732;4593430;-1093471;1439;1429679
4;Harju maakond;VIIMSI VALD;ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE;1656;2103;4194;70;62;96187;675;5;61548;175;64;171335;0;-20813;14;8000
4;Harju maakond;VIIMSI VALD;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";2062;2103;1835;16;8;96187;264;7;61548;211;9;655283;0;23671;30;31901
4;Harju maakond;VIIMSI VALD;EHITUS;1648;2103;1782;413;202;96187;12038;143;61548;8986;261;6453796;0;326072;617;464826
4;Harju maakond;VIIMSI VALD;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;1671;2103;1762;904;403;96187;16741;243;61548;10886;535;16588039;883343;1072617;692;494181
4;Harju maakond;VIIMSI VALD;VEONDUS JA LAONDUS;2144;2103;1985;212;102;96187;5418;70;61548;4017;114;13327794;221978;122187;358;373399
4;Harju maakond;VIIMSI VALD;MAJUTUS JA TOITLUSTUS;1333;2103;1315;126;57;96187;3261;42;61548;2426;68;1362530;0;89789;233;120723
4;Harju maakond;VIIMSI VALD;INFO JA SIDE;2973;2103;3609;411;129;96187;8194;72;61548;3524;170;1142006;0;25587;113;149138
4;Harju maakond;VIIMSI VALD;FINANTS- JA KINDLUSTUSTEGEVUS;1787;2103;3416;213;19;96187;1090;12;61548;735;27;125311;0;10056;16;10856
4;Harju maakond;VIIMSI VALD;KINNISVARAALANE TEGEVUS;1418;2103;1583;573;166;96187;7045;73;61548;2942;189;2005760;0;-112916;134;68990
4;Harju maakond;VIIMSI VALD;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;1981;2103;2455;1132;434;96187;14547;236;61548;8075;479;3535860;90720;246019;361;279791
4;Harju maakond;VIIMSI VALD;HALDUS- JA ABITEGEVUSED;1279;2103;1852;370;108;96187;5330;60;61548;3297;151;1222569;0;58031;142;63791
4;Harju maakond;VIIMSI VALD;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";2127;2103;2178;8;;96187;;;61548;;1;527;0;116;733;796866
4;Harju maakond;VIIMSI VALD;HARIDUS;1907;2103;2294;226;45;96187;1451;35;61548;994;41;260222;0;15492;212;153918
4;Harju maakond;VIIMSI VALD;TERVISHOID JA SOTSIAALHOOLEKANNE;2669;2103;2657;115;40;96187;1750;32;61548;1640;19;1099050;0;-6342;267;282206
4;Harju maakond;VIIMSI VALD;KUNST, MEELELAHUTUS JA VABA AEG;2004;2103;1688;384;61;96187;2437;32;61548;1400;84;468985;0;22810;142;92969
4;Harju maakond;VIIMSI VALD;MUUD TEENINDAVAD TEGEVUSED;1185;2103;1454;377;86;96187;4523;66;61548;3748;58;336057;0;16556;98;36001
4;Harju maakond;VIIMSI VALD;Tegevusala määramata;;2103;1597;8;;96187;11;;61548;9;0;0;0;0;;
4;Hiiu maakond;HIIUMAA VALD;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;3018;2103;1574;172;58;96187;4009;41;61548;2746;93;2364126;0;-64937;157;224059
4;Hiiu maakond;HIIUMAA VALD;MÄETÖÖSTUS;1200;2103;2238;5;4;96187;136;1;61548;100;5;6937;0;-667;3;1825
4;Hiiu maakond;HIIUMAA VALD;TÖÖTLEV TÖÖSTUS;1416;2103;1878;113;53;96187;7267;39;61548;5637;70;6123934;257778;-2702;599;412318
4;Hiiu maakond;HIIUMAA VALD;ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE;654;2103;4194;26;20;96187;675;1;61548;175;21;5945;0;-519;2;596
4;Hiiu maakond;HIIUMAA VALD;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";1439;2103;1835;5;3;96187;264;2;61548;211;3;77487;0;7561;11;7411
4;Hiiu maakond;HIIUMAA VALD;EHITUS;1303;2103;1782;170;98;96187;12038;77;61548;8986;99;1556987;0;78853;201;110879
4;Hiiu maakond;HIIUMAA VALD;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;1422;2103;1762;163;89;96187;16741;54;61548;10886;97;4048408;0;257901;243;145973
4;Hiiu maakond;HIIUMAA VALD;VEONDUS JA LAONDUS;1401;2103;1985;56;36;96187;5418;26;61548;4017;38;1410850;16000;74912;160;106912
4;Hiiu maakond;HIIUMAA VALD;MAJUTUS JA TOITLUSTUS;1088;2103;1315;128;52;96187;3261;26;61548;2426;66;346492;0;-54483;71;29926
4;Hiiu maakond;HIIUMAA VALD;INFO JA SIDE;1811;2103;3609;70;26;96187;8194;12;61548;3524;33;184333;0;16370;24;20576
4;Hiiu maakond;HIIUMAA VALD;FINANTS- JA KINDLUSTUSTEGEVUS;440;2103;3416;26;2;96187;1090;1;61548;735;3;9217;0;1875;1;255
4;Hiiu maakond;HIIUMAA VALD;KINNISVARAALANE TEGEVUS;951;2103;1583;110;34;96187;7045;15;61548;2942;46;147613;0;6906;19;6832
4;Hiiu maakond;HIIUMAA VALD;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;1543;2103;2455;208;78;96187;14547;55;61548;8075;79;1239752;725686;-103045;86;56629
4;Hiiu maakond;HIIUMAA VALD;HALDUS- JA ABITEGEVUSED;1573;2103;1852;101;33;96187;5330;18;61548;3297;41;578885;0;-2158;136;48007
4;Hiiu maakond;HIIUMAA VALD;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";2174;2103;2178;14;;96187;;;61548;;1;45420;0;2432;499;416571
4;Hiiu maakond;HIIUMAA VALD;HARIDUS;2121;2103;2294;51;6;96187;1451;4;61548;994;7;33694;0;3625;76;52137
4;Hiiu maakond;HIIUMAA VALD;TERVISHOID JA SOTSIAALHOOLEKANNE;2600;2103;2657;40;9;96187;1750;9;61548;1640;0;0;0;0;152;136046
4;Hiiu maakond;HIIUMAA VALD;KUNST, MEELELAHUTUS JA VABA AEG;1242;2103;1688;190;18;96187;2437;11;61548;1400;27;64932;0;-22912;32;15682
4;Hiiu maakond;HIIUMAA VALD;MUUD TEENINDAVAD TEGEVUSED;1296;2103;1454;195;24;96187;4523;21;61548;3748;22;80383;0;-4945;47;24514
4;Hiiu maakond;HIIUMAA VALD;Tegevusala määramata;;2103;1597;3;;96187;11;;61548;9;0;0;0;0;;
4;Ida-Viru maakond;ALUTAGUSE VALD;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;1706;2103;1574;147;60;96187;4009;44;61548;2746;88;2205080;0;-23406;163;136606
4;Ida-Viru maakond;ALUTAGUSE VALD;TÖÖTLEV TÖÖSTUS;1115;2103;1878;29;20;96187;7267;16;61548;5637;20;572512;0;41548;115;55004
4;Ida-Viru maakond;ALUTAGUSE VALD;EHITUS;1018;2103;1782;50;28;96187;12038;14;61548;8986;28;538188;0;40108;53;21272
4;Ida-Viru maakond;ALUTAGUSE VALD;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;851;2103;1762;60;24;96187;16741;11;61548;10886;30;123330;0;425;23;6093
4;Ida-Viru maakond;ALUTAGUSE VALD;VEONDUS JA LAONDUS;2060;2103;1985;30;15;96187;5418;12;61548;4017;21;813260;0;90702;76;83086
4;Ida-Viru maakond;ALUTAGUSE VALD;MAJUTUS JA TOITLUSTUS;1101;2103;1315;30;18;96187;3261;13;61548;2426;18;100736;0;-2695;40;18746
4;Ida-Viru maakond;ALUTAGUSE VALD;INFO JA SIDE;2835;2103;3609;20;8;96187;8194;6;61548;3524;10;39002;0;4137;6;5955
4;Ida-Viru maakond;ALUTAGUSE VALD;FINANTS- JA KINDLUSTUSTEGEVUS;;2103;3416;4;;96187;1090;;61548;735;2;0;0;0;;
4;Ida-Viru maakond;ALUTAGUSE VALD;KINNISVARAALANE TEGEVUS;1383;2103;1583;37;4;96187;7045;2;61548;2942;9;17074;0;1286;4;2873
4;Ida-Viru maakond;ALUTAGUSE VALD;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;862;2103;2455;46;10;96187;14547;6;61548;8075;9;18649;0;667;8;2076
4;Ida-Viru maakond;ALUTAGUSE VALD;HALDUS- JA ABITEGEVUSED;952;2103;1852;34;15;96187;5330;9;61548;3297;15;195225;0;18714;20;6824
4;Ida-Viru maakond;ALUTAGUSE VALD;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";2935;2103;2178;5;;96187;;;61548;;0;0;0;0;236;246836
4;Ida-Viru maakond;ALUTAGUSE VALD;KUNST, MEELELAHUTUS JA VABA AEG;982;2103;1688;48;;96187;2437;;61548;1400;3;34901;0;-6746;14;5940
4;Ida-Viru maakond;ALUTAGUSE VALD;MUUD TEENINDAVAD TEGEVUSED;1144;2103;1454;60;4;96187;4523;4;61548;3748;4;2468;0;68;21;6850
4;Ida-Viru maakond;ALUTAGUSE VALD;Tegevusala määramata;;2103;1597;1;;96187;11;;61548;9;0;0;0;0;;
4;Ida-Viru maakond;JÕHVI VALD;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;1017;2103;1574;36;15;96187;4009;14;61548;2746;20;67759;0;-9086;27;9471
4;Ida-Viru maakond;JÕHVI VALD;TÖÖTLEV TÖÖSTUS;2227;2103;1878;94;49;96187;7267;40;61548;5637;57;9639498;851564;-57618;1571;1804734
4;Ida-Viru maakond;JÕHVI VALD;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";1466;2103;1835;6;3;96187;264;3;61548;211;3;643303;0;98231;111;79022
4;Ida-Viru maakond;JÕHVI VALD;EHITUS;1099;2103;1782;165;77;96187;12038;68;61548;8986;88;1147021;0;53645;250;111017
4;Ida-Viru maakond;JÕHVI VALD;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;1370;2103;1762;276;148;96187;16741;111;61548;10886;165;4932286;32635;258610;535;314992
4;Ida-Viru maakond;JÕHVI VALD;VEONDUS JA LAONDUS;1301;2103;1985;110;64;96187;5418;52;61548;4017;73;1505646;0;122296;261;145506
4;Ida-Viru maakond;JÕHVI VALD;MAJUTUS JA TOITLUSTUS;1006;2103;1315;41;25;96187;3261;20;61548;2426;27;659182;0;20433;167;69780
4;Ida-Viru maakond;JÕHVI VALD;INFO JA SIDE;1992;2103;3609;75;27;96187;8194;18;61548;3524;32;619248;0;17149;88;71457
4;Ida-Viru maakond;JÕHVI VALD;FINANTS- JA KINDLUSTUSTEGEVUS;1776;2103;3416;18;2;96187;1090;1;61548;735;1;10022;0;1799;1;358
4;Ida-Viru maakond;JÕHVI VALD;KINNISVARAALANE TEGEVUS;1317;2103;1583;198;44;96187;7045;29;61548;2942;49;1037080;0;150058;60;30650
4;Ida-Viru maakond;JÕHVI VALD;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;1427;2103;2455;150;70;96187;14547;56;61548;8075;48;459086;0;62291;95;50984
4;Ida-Viru maakond;JÕHVI VALD;HALDUS- JA ABITEGEVUSED;1329;2103;1852;81;29;96187;5330;21;61548;3297;31;905770;6930;117006;258;157554
4;Ida-Viru maakond;JÕHVI VALD;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";1731;2103;2178;4;;96187;;;61548;;1;21669;0;992;94;88330
4;Ida-Viru maakond;JÕHVI VALD;HARIDUS;2183;2103;2294;88;12;96187;1451;10;61548;994;13;324301;0;45968;455;435703
4;Ida-Viru maakond;JÕHVI VALD;TERVISHOID JA SOTSIAALHOOLEKANNE;2444;2103;2657;53;18;96187;1750;18;61548;1640;4;564850;0;-13062;212;181044
4;Ida-Viru maakond;JÕHVI VALD;KUNST, MEELELAHUTUS JA VABA AEG;1110;2103;1688;94;4;96187;2437;4;61548;1400;9;26062;0;3669;93;44650
4;Ida-Viru maakond;JÕHVI VALD;MUUD TEENINDAVAD TEGEVUSED;1529;2103;1454;134;34;96187;4523;34;61548;3748;11;245603;0;36552;152;93148
4;Ida-Viru maakond;KOHTLA-JÄRVE LINN;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;955;2103;1574;47;12;96187;4009;8;61548;2746;14;93232;0;13947;10;2874
4;Ida-Viru maakond;KOHTLA-JÄRVE LINN;MÄETÖÖSTUS;2762;2103;2238;5;4;96187;136;4;61548;100;4;110316;0;9067;534;803529
4;Ida-Viru maakond;KOHTLA-JÄRVE LINN;TÖÖTLEV TÖÖSTUS;2233;2103;1878;151;75;96187;7267;65;61548;5637;88;20469643;8009703;-378800;1775;2081413
4;Ida-Viru maakond;KOHTLA-JÄRVE LINN;ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE;2821;2103;4194;7;4;96187;675;4;61548;175;6;1834208;0;133005;151;227653
4;Ida-Viru maakond;KOHTLA-JÄRVE LINN;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";2168;2103;1835;12;7;96187;264;6;61548;211;9;935251;0;99331;89;98155
4;Ida-Viru maakond;KOHTLA-JÄRVE LINN;EHITUS;1162;2103;1782;301;123;96187;12038;105;61548;8986;131;2577068;14634;146506;466;221997
4;Ida-Viru maakond;KOHTLA-JÄRVE LINN;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;1017;2103;1762;379;152;96187;16741;121;61548;10886;152;2282819;33156;91784;392;134033
4;Ida-Viru maakond;KOHTLA-JÄRVE LINN;VEONDUS JA LAONDUS;1313;2103;1985;174;88;96187;5418;75;61548;4017;95;1456021;0;-70967;334;185628
4;Ida-Viru maakond;KOHTLA-JÄRVE LINN;MAJUTUS JA TOITLUSTUS;903;2103;1315;61;24;96187;3261;24;61548;2426;24;169785;0;8970;94;21317
4;Ida-Viru maakond;KOHTLA-JÄRVE LINN;INFO JA SIDE;1430;2103;3609;84;21;96187;8194;17;61548;3524;21;108853;0;7966;28;16722
4;Ida-Viru maakond;KOHTLA-JÄRVE LINN;FINANTS- JA KINDLUSTUSTEGEVUS;826;2103;3416;22;6;96187;1090;6;61548;735;2;0;0;0;7;1999
4;Ida-Viru maakond;KOHTLA-JÄRVE LINN;KINNISVARAALANE TEGEVUS;988;2103;1583;254;45;96187;7045;31;61548;2942;39;473205;0;12074;100;26195
4;Ida-Viru maakond;KOHTLA-JÄRVE LINN;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;3028;2103;2455;158;47;96187;14547;38;61548;8075;42;29449691;1075183;-1070847;159;239731
4;Ida-Viru maakond;KOHTLA-JÄRVE LINN;HALDUS- JA ABITEGEVUSED;1419;2103;1852;121;31;96187;5330;24;61548;3297;28;595327;0;82273;223;133319
4;Ida-Viru maakond;KOHTLA-JÄRVE LINN;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";1501;2103;2178;2;;96187;;;61548;;1;13375;0;697;819;551883
4;Ida-Viru maakond;KOHTLA-JÄRVE LINN;HARIDUS;1983;2103;2294;91;10;96187;1451;8;61548;994;10;168028;0;20100;648;564653
4;Ida-Viru maakond;KOHTLA-JÄRVE LINN;TERVISHOID JA SOTSIAALHOOLEKANNE;2234;2103;2657;62;26;96187;1750;26;61548;1640;6;7447301;0;9008;1651;1677553
4;Ida-Viru maakond;KOHTLA-JÄRVE LINN;KUNST, MEELELAHUTUS JA VABA AEG;1176;2103;1688;138;5;96187;2437;2;61548;1400;8;63525;0;-15424;123;67458
4;Ida-Viru maakond;KOHTLA-JÄRVE LINN;MUUD TEENINDAVAD TEGEVUSED;967;2103;1454;252;90;96187;4523;86;61548;3748;22;93557;0;2634;137;26195
4;Ida-Viru maakond;KOHTLA-JÄRVE LINN;Tegevusala määramata;2416;2103;1597;6;;96187;11;;61548;9;0;0;0;0;41;43134
4;Ida-Viru maakond;LÜGANUSE VALD;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;1081;2103;1574;68;33;96187;4009;27;61548;2746;39;1349441;0;-5789;94;46688
4;Ida-Viru maakond;LÜGANUSE VALD;MÄETÖÖSTUS;;2103;2238;3;;96187;136;;61548;100;2;0;0;-10;;
4;Ida-Viru maakond;LÜGANUSE VALD;TÖÖTLEV TÖÖSTUS;1506;2103;1878;41;17;96187;7267;15;61548;5637;20;7359333;478767;-708574;954;701840
4;Ida-Viru maakond;LÜGANUSE VALD;ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE;1218;2103;4194;2;2;96187;675;2;61548;175;2;233855;0;4706;15;8034
4;Ida-Viru maakond;LÜGANUSE VALD;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";1086;2103;1835;6;2;96187;264;2;61548;211;2;45903;0;-547;11;3269
4;Ida-Viru maakond;LÜGANUSE VALD;EHITUS;1357;2103;1782;94;43;96187;12038;34;61548;8986;54;1007692;0;46676;144;84886
4;Ida-Viru maakond;LÜGANUSE VALD;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;1405;2103;1762;105;38;96187;16741;29;61548;10886;55;3063251;376;21097;138;86211
4;Ida-Viru maakond;LÜGANUSE VALD;VEONDUS JA LAONDUS;1046;2103;1985;63;30;96187;5418;24;61548;4017;38;652610;0;32834;82;35049
4;Ida-Viru maakond;LÜGANUSE VALD;MAJUTUS JA TOITLUSTUS;1034;2103;1315;30;16;96187;3261;13;61548;2426;18;187438;0;15439;56;24244
4;Ida-Viru maakond;LÜGANUSE VALD;INFO JA SIDE;1297;2103;3609;21;3;96187;8194;1;61548;3524;7;13527;0;-3019;4;961
4;Ida-Viru maakond;LÜGANUSE VALD;KINNISVARAALANE TEGEVUS;1848;2103;1583;46;10;96187;7045;5;61548;2942;13;141011;0;-9891;6;2441
4;Ida-Viru maakond;LÜGANUSE VALD;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;1389;2103;2455;60;15;96187;14547;11;61548;8075;13;105531;0;12261;12;5704
4;Ida-Viru maakond;LÜGANUSE VALD;HALDUS- JA ABITEGEVUSED;1144;2103;1852;41;16;96187;5330;13;61548;3297;19;265950;0;10443;33;15699
4;Ida-Viru maakond;LÜGANUSE VALD;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";1198;2103;2178;1;;96187;;;61548;;0;0;0;0;292;180317
4;Ida-Viru maakond;LÜGANUSE VALD;HARIDUS;2061;2103;2294;19;;96187;1451;;61548;994;1;0;0;0;149;150167
4;Ida-Viru maakond;LÜGANUSE VALD;TERVISHOID JA SOTSIAALHOOLEKANNE;1360;2103;2657;14;6;96187;1750;6;61548;1640;2;55780;0;-679;160;96889
4;Ida-Viru maakond;LÜGANUSE VALD;KUNST, MEELELAHUTUS JA VABA AEG;1365;2103;1688;60;2;96187;2437;2;61548;1400;4;-8112;0;-6491;11;6775
4;Ida-Viru maakond;LÜGANUSE VALD;MUUD TEENINDAVAD TEGEVUSED;1356;2103;1454;78;11;96187;4523;10;61548;3748;5;3252;0;-1221;16;8216
4;Ida-Viru maakond;NARVA LINN;PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK;588;2103;1574;24;3;96187;4009;2;61548;2746;5;24498;0;3773;3;462
4;Ida-Viru maakond;NARVA LINN;MÄETÖÖSTUS;;2103;2238;1;;96187;136;;61548;100;0;0;0;0;;
4;Ida-Viru maakond;NARVA LINN;TÖÖTLEV TÖÖSTUS;1494;2103;1878;321;157;96187;7267;132;61548;5637;169;20426416;1428972;-869096;1933;1368112
4;Ida-Viru maakond;NARVA LINN;ELEKTRIENERGIA, GAASI, AURU JA KONDITSIONEERITUD ÕHUGA VARUSTAMINE;2203;2103;4194;52;3;96187;675;2;61548;175;4;1974438;0;148030;51;61120
4;Ida-Viru maakond;NARVA LINN;"VEEVARUSTUS; KANALISATSIOON, JÄÄTME- JA SAASTEKÄITLUS";1606;2103;1835;17;9;96187;264;8;61548;211;11;668076;2500;90913;116;92339
4;Ida-Viru maakond;NARVA LINN;EHITUS;1300;2103;1782;504;194;96187;12038;153;61548;8986;231;5890930;135909;430782;893;492723
4;Ida-Viru maakond;NARVA LINN;HULGI- JA JAEKAUBANDUS, MOOTORSÕIDUKITE JA MOOTORRATASTE REMONT;1193;2103;1762;864;353;96187;16741;278;61548;10886;399;12470192;1660346;197310;1066;470038
4;Ida-Viru maakond;NARVA LINN;VEONDUS JA LAONDUS;998;2103;1985;283;133;96187;5418;101;61548;4017;153;3963811;797524;-39456;484;174056
4;Ida-Viru maakond;NARVA LINN;MAJUTUS JA TOITLUSTUS;898;2103;1315;126;62;96187;3261;54;61548;2426;63;746476;0;36982;317;98775
4;Ida-Viru maakond;NARVA LINN;INFO JA SIDE;1466;2103;3609;192;42;96187;8194;29;61548;3524;60;641164;197928;8645;90;61772
4;Ida-Viru maakond;NARVA LINN;FINANTS- JA KINDLUSTUSTEGEVUS;1573;2103;3416;34;9;96187;1090;8;61548;735;9;218962;0;12827;45;33686
4;Ida-Viru maakond;NARVA LINN;KINNISVARAALANE TEGEVUS;1047;2103;1583;426;95;96187;7045;61;61548;2942;86;1081806;0;88497;259;89507
4;Ida-Viru maakond;NARVA LINN;KUTSE-, TEADUS- JA TEHNIKAALANE TEGEVUS;1428;2103;2455;337;113;96187;14547;89;61548;8075;90;1103139;77054;54597;168;75320
4;Ida-Viru maakond;NARVA LINN;HALDUS- JA ABITEGEVUSED;1335;2103;1852;155;73;96187;5330;58;61548;3297;70;1144118;0;91001;393;192682
4;Ida-Viru maakond;NARVA LINN;"AVALIK HALDUS JA RIIGIKAITSE; KOHUSTUSLIK SOTSIAALKINDLUSTUS";1509;2103;2178;8;;96187;;;61548;;2;0;0;0;1836;1329883
4;Ida-Viru maakond;NARVA LINN;HARIDUS;2698;2103;2294;210;31;96187;1451;24;61548;994;26;320591;0;53188;294;272422
4;Ida-Viru maakond;NARVA LINN;TERVISHOID JA SOTSIAALHOOLEKANNE;2282;2103;2657;96;37;96187;1750;37;61548;1640;5;3560753;0;4257;1280;1281517
