Registrikood;Nimi;Liik;Registreeritud käibemaksukohustuslaste registrisse;EMTAK tegevusvaldkond, mis on EMTAKi struktuuris tähistatud tähtkoodiga;Maakond;Riiklikud Maksud;Tööjõumaksud Ja Maksed;Kaive;Tootajaid
80432140;PÄRNU LINN, HAAPSALU MNT 6 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;101,89;101,89;;
80432162;TALLINN, KADAKA TEE 193 KORTERIÜHISTU;Mittetulundusühing;ei;;;;;;1
80432245;TORI VALD, SAUGA ALEVIK, HIRVELA TN 8 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;134,18;139,28;;
80432268;TALLINN, PAEPARGI TN 53 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;839,39;870,52;;
80432417;ALIF MITTETULUNDUSÜHING;Mittetulundusühing;ei;MUUD TEENINDAVAD TEGEVUSED;Harju ( Tallinn );;;;3
80432481;KOHTLA-JÄRVE LINN, KESKALLEE 15A KORTERIÜHISTU;Mittetulundusühing;ei;;;0;28,38;;1
80432512;KOHTLA-JÄRVE LINN, MÕISA TEE 8A KORTERIÜHISTU;Mittetulundusühing;ei;;;1481,84;1521,81;;4
80432529;TALLINN, SÕPRUSE PST 29 KORTERIÜHISTU;Mittetulundusühing;jah;KINNISVARAALANE TEGEVUS;;558,41;0;34556,16;
80432535;KOHTLA-JÄRVE LINN, KESKALLEE 16 KORTERIÜHISTU;Mittetulundusühing;ei;;;72,55;72,55;;
80432593;KOHTLA-JÄRVE LINN, KALEVI TN 26 KORTERIÜHISTU;Mittetulundusühing;ei;;;1118,07;1220,76;;2
80432630;TALLINN, KOLDE PST 67 KORTERIÜHISTU;Mittetulundusühing;ei;;;661,26;394,6;;
80432682;MTÜ TARTU TANTSUAKADEEMIA;Mittetulundusühing;ei;HARIDUS;Tartu ( Tartu linn );997,7;1113,97;;18
80432699;TALLINN, TEHNIKA TN 2 // TOOMPUIESTEE 31 KORTERIÜHISTU;Mittetulundusühing;ei;;;518,82;535,83;;2
80432707;TALLINN, MUSTAKIVI TEE 25 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;11430,47;11873,24;;4
80432908;ALUTAGUSE VALD, TUDULINNA KÜLA, PIKK TN 21 KORTERIÜHISTU;Mittetulundusühing;ei;;;;;;1
80432914;TALLINN, KAUPMEHE TN 6 KORTERIÜHISTU;Mittetulundusühing;jah;;;170,61;0;83476,44;
80434072;JÕHVI VALD, JÕHVI LINN, KUTSE TN 1 KORTERIÜHISTU;Mittetulundusühing;ei;;;174,02;174,77;;1
80434095;JÕELÄHTME VALD, LOO ALEVIK, SAHA TEE 3 KORTERIÜHISTU;Mittetulundusühing;ei;;;662,16;662,16;;
80435143;TALLINN, TÖÖSTUSE TN 47D, TÖÖSTUSE TN 47S KORTERIÜHISTU;Mittetulundusühing;ei;;;1417,4;1481,97;;
80435309;TAPA VALD, PÕDRANGU KÜLA, SIRELI KORTERIÜHISTU;Mittetulundusühing;ei;;;97,8;97,8;;
80436125;VÕRU LINN, LEMBITU TN 4 KORTERIÜHISTU;Mittetulundusühing;jah;;;;;13884,69;
80437030;TALLINN, PIKK TN 35 KORTERIÜHISTU;Mittetulundusühing;jah;;;10,27;0;6197,68;
80437596;PÕHJA-SAKALA VALD, OLUSTVERE ALEVIK, KESKUSE TN 5 KORTERIÜHISTU;Mittetulundusühing;ei;;;477;477;;
80437685;TARTU LINN, KASTANI TN 147 // 149 KORTERIÜHISTU;Mittetulundusühing;ei;;;271,1;274,16;;1
80438064;MAARDU LINN, NOORTE TN 4 KORTERIÜHISTU;Mittetulundusühing;ei;;;221,68;224,95;;1
80438101;MAARDU LINN, ORUMETSA TN 10 KORTERIÜHISTU;Mittetulundusühing;ei;;;;;;1
80438443;KEHTNA VALD, KEHTNA ALEVIK, KOOLI TN 5 KORTERIÜHISTU;Mittetulundusühing;ei;;;530,68;562;;2
80438696;TALLINN, REBASE TN 2D KORTERIÜHISTU;Mittetulundusühing;ei;;;12;0;;
80438727;VILJANDI LINN, LOODE TN 5 KORTERIÜHISTU;Mittetulundusühing;ei;;;408,25;417,18;;1
80438839;TAPA VALD TAMSALU LINN ALASI TN 6 KORTERIÜHISTU;Mittetulundusühing;ei;;;107,1;111,86;;1
80440078;TALLINN C. R. JAKOBSONI TN 17 KORTERIÜHISTU;Mittetulundusühing;ei;;;1409,2;1409,2;;
80440762;SILLAMÄE LINN, KESK TN 20 KORTERIÜHISTU;Mittetulundusühing;ei;;;403,24;407,2;;3
80440782;SILLAMÄE LINN, KESK TN 22 KORTERIÜHISTU;Mittetulundusühing;ei;;;163,7;164,01;;2
80440919;KOHTLA-JÄRVE LINN, KALEVI TN 19 KORTERIÜHISTU;Mittetulundusühing;ei;;;111,55;110,55;;
80441043;LÜGANUSE VALD, KIVIÕLI LINN, UUS TN 7 KORTERIÜHISTU;Mittetulundusühing;ei;;;188,39;196,76;;2
80441089;LOKSA LINN, POSTI TN 12 KORTERIÜHISTU;Mittetulundusühing;ei;;;244,05;264,59;;1
80441114;SILLAMÄE LINN, RANNA TN 13 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;686,32;686,32;;
80441221;TALLINN, SÕLE TN 44 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;779,14;790,6;;1
80441267;TALLINN, PÄRNU MNT 69 KORTERIÜHISTU;Mittetulundusühing;jah;;;1042,97;0;33009,38;
80441310;KOMPASS HARIDUSKLUBI;Mittetulundusühing;jah;HARIDUS;Ida-Viru ( Narva linn );8008,31;1307,59;32571,19;3
80441343;SAAREMAA VALD, MUSTJALA KÜLA, PÕLDE TN 3 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;941,94;983,8;;
80441391;TALLINN, TORNIMÄE TN 3, TORNIMÄE TN 3B, TORNIMÄE TN 5, TORNIMÄE TN 7 KORTERIÜHISTU;Mittetulundusühing;jah;;;279,51;0;122830,4;
80441408;MTÜ SKÖU;Mittetulundusühing;ei;KUNST, MEELELAHUTUS JA VABA AEG;Saare ( Saaremaa vald );;;;5
80441416;TALLINN, ALEVI TN 2 // PÄRNU MNT 126 KORTERIÜHISTU;Mittetulundusühing;jah;KINNISVARAALANE TEGEVUS;;3,83;0;30802,25;
80441534;KOHTLA-JÄRVE LINN, KESKALLEE 30 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;0;17,12;;1
80441572;SILLAMÄE LINN, MERE PST 1 KORTERIÜHISTU;Mittetulundusühing;ei;;;541,45;555,43;;2
80441741;TARTU LINN, ROOSI TN 37 // 39 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;199,53;208,41;;1
80441866;TALLINN, KOTZEBUE TN 29 // 31 // 33 KORTERIÜHISTU;Mittetulundusühing;jah;;;46,32;0;20971,37;
80442953;PAIDE LINN, PÄRNA TN 5 KORTERIÜHISTU;Mittetulundusühing;ei;;;730,56;733,7;;2
80443007;TALLINN, LINNAMÄE TEE 42A KORTERIÜHISTU;Mittetulundusühing;ei;;;798,6;0;;
80443071;LÜGANUSE VALD, KIVIÕLI LINN, METSA TN 4 KORTERIÜHISTU;Mittetulundusühing;ei;;;529,05;559,75;;3
80443208;TALLINN, ROHU TN 19 KORTERIÜHISTU;Mittetulundusühing;ei;;;302,89;316,36;;2
80443257;TALLINN, PÖÖRISE TN 18 KORTERIÜHISTU;Mittetulundusühing;ei;KINNISVARAALANE TEGEVUS;;811,8;826,8;;
80443266;VILJANDI LINN, MÄE TN 4 KORTERIÜHISTU;Mittetulundusühing;ei;;;184,86;198,3;;1
80443444;TALLINN, J. POSKA TN 4 // J. VILMSI TN 44 KORTERIÜHISTU;Mittetulundusühing;jah;;;10,43;0;34328,94;
80443486;TAPA VALD, TAMSALU LINN, ÄÄSI TN 5 KORTERIÜHISTU;Mittetulundusühing;ei;;;84,78;91,74;;1
80443591;TALLINN, SAEVESKI TN 3 KORTERIÜHISTU;Mittetulundusühing;ei;;;612,12;665,7;;
80443881;VILJANDI LINN, KOIDU TN 8 KORTERIÜHISTU;Mittetulundusühing;ei;;;283,71;315,81;;2
80444283;TARTU LINN, VÕRU TN 106 // ÕNNE TN 2A // 2B KORTERIÜHISTU;Mittetulundusühing;ei;;;275,35;287,59;;1
80444662;LOKSA LINN, POSTI TN 22 KORTERIÜHISTU;Mittetulundusühing;ei;;;199,18;207,72;;3
80444685;NARVA LINN, KIVILINNA TN 19 KORTERIÜHISTU;Mittetulundusühing;ei;;;2075,78;2161,89;;1
80444873;TARTU LINN, JAAMA TN 143A KORTERIÜHISTU;Mittetulundusühing;ei;;;60,17;65,06;;1
80444969;TALLINN, PETERBURI TEE 16 KORTERIÜHISTU;Mittetulundusühing;ei;;;1064,21;1106,45;;1
80444975;JÄRVA VALD, ERVITA KÜLA, UUS TN 2 KORTERIÜHISTU;Mittetulundusühing;ei;;;200,62;171,94;;1
80445058;JÕGEVA VALD, JÕGEVA LINN, PUIESTEE TN 19 KORTERIÜHISTU;Mittetulundusühing;ei;;;722,86;820,08;;1
80445319;NARVA LINN, P. KERESE TN 13 KORTERIÜHISTU;Mittetulundusühing;ei;;;409,08;416,51;;1
80445549;PÕLTSAMAA VALD, PÕLTSAMAA LINN, TARTU MNT 16 KORTERIÜHISTU;Mittetulundusühing;ei;;;177,53;186,89;;
80445779;NARVA LINN, V. GERASSIMOVI TN 13 KORTERIÜHISTU;Mittetulundusühing;ei;;;129,58;135,34;;1
80445785;NARVA LINN, HAIGLA TN 8 KORTERIÜHISTU;Mittetulundusühing;ei;;;170,07;177,63;;1
80446017;HAAPSALU LINN, TALLINNA MNT 5 KORTERIÜHISTU;Mittetulundusühing;ei;;;507,47;514,94;;1
80446224;KOHTLA-JÄRVE LINN, L. KOIDULA TN 3 KORTERIÜHISTU;Mittetulundusühing;ei;;;234,41;251,35;;1
80446543;ANTSLA VALD, LUSTI KÜLA, RAUDTEE TN 52, RAUDTEE TN 52A KORTERIÜHISTU;Mittetulundusühing;ei;;;;;;1
80446612;TALLINN, STAAPLI TN 12, STAAPLI TN 3, STAAPLI TN 4, STAAPLI TN 8, STAAPLI TÄNAV T2 KORTERIÜHISTU;Mittetulundusühing;jah;;;2017,89;2059,44;145262,38;
80447139;TALLINN, VESIVÄRAVA TN 40 KORTERIÜHISTU;Mittetulundusühing;ei;;;;;;1
80447597;VÕRU LINN, JÜRI TN 21 KORTERIÜHISTU;Mittetulundusühing;jah;;;;;1392,3;
80447732;RAE VALD, JÄRVEKÜLA, ANDRESE TEE 8 KORTERIÜHISTU;Mittetulundusühing;ei;;;60,3;0;;
80447850;OTEPÄÄ VALD, SIHVA KÜLA, KONDI 9 KORTERIÜHISTU;Mittetulundusühing;ei;;;29,6;34,26;;1
80448401;TARTU LINN, MÕISAVAHE TN 20 KORTERIÜHISTU;Mittetulundusühing;ei;;;317,48;337,33;;
80448418;TALLINN, KILLUSTIKU TN 3 KORTERIÜHISTU;Mittetulundusühing;ei;;;637,21;661,44;;
80448461;MAARDU LINN, ORUMETSA TN 14 KORTERIÜHISTU;Mittetulundusühing;ei;;;49,12;49,12;;
80448915;LUUNJA VALD, LOHKVA KÜLA, PILLIKOORI TEE 5 KORTERIÜHISTU;Mittetulundusühing;ei;;;310,92;310,92;;
80449004;NARVA-JÕESUU LINN, KESK TN 7 KORTERIÜHISTU;Mittetulundusühing;ei;;;285,78;303,51;;3
80449346;HAAPSALU LINN, AIAVILJA TN 3 KORTERIÜHISTU;Mittetulundusühing;ei;;;173,25;185,85;;1
80449487;TALLINN, KASE TN 68 KORTERIÜHISTU;Mittetulundusühing;ei;;;2378,91;2452,39;;
80449530;LÜGANUSE VALD, KIVIÕLI LINN, UUS TN 13 KORTERIÜHISTU;Mittetulundusühing;ei;;;165,8;165,8;;
80449547;LÜGANUSE VALD, KIVIÕLI LINN, UUS TN 11 KORTERIÜHISTU;Mittetulundusühing;ei;;;433,19;452,45;;2
80449565;LÜGANUSE VALD, KIVIÕLI LINN, UUS TN 9 KORTERIÜHISTU;Mittetulundusühing;ei;;;360,05;376,07;;2
80449576;LÜGANUSE VALD, KIVIÕLI LINN, UUS TN 8 KORTERIÜHISTU;Mittetulundusühing;ei;;;315,13;319,71;;1
80449582;LÜGANUSE VALD, KIVIÕLI LINN, UUS TN 7A KORTERIÜHISTU;Mittetulundusühing;ei;;;165,8;165,8;;
80449607;LÜGANUSE VALD, KIVIÕLI LINN, SOO TN 5 KORTERIÜHISTU;Mittetulundusühing;ei;;;261,03;268,38;;1
80449636;TALLINN, TÖÖSTUSE TN 81 KORTERIÜHISTU;Mittetulundusühing;ei;;;335,87;363,44;;1
80449642;MITTETULUNDUSÜHING YOUNG & ACTIVE;Mittetulundusühing;ei;KUNST, MEELELAHUTUS JA VABA AEG;Ida-Viru ( Narva linn );1382,8;1476,99;;
80450119;TALLINN, RÄSTA TN 18 KORTERIÜHISTU;Mittetulundusühing;jah;;;193,57;0;28408,04;
80450705;TALLINN, A. H. TAMMSAARE TEE 107 KORTERIÜHISTU;Mittetulundusühing;ei;;;1039,6;1077,44;;
80450734;LOKSA LINN, UUS TN 6 KORTERIÜHISTU;Mittetulundusühing;ei;;;82,9;84,12;;1
80450935;PÄRNU LINN, P. KERESE TN 4 KORTERIÜHISTU;Mittetulundusühing;jah;;;629,3;0;8652,67;
80451432;SAAREMAA VALD, KURESSAARE LINN, KOTKAPOJA TN 3 KORTERIÜHISTU;Mittetulundusühing;ei;;;600,8;665,49;;1
80451461;OTEPÄÄ VALD, OTEPÄÄ LINN, KOPLI TN 4 KORTERIÜHISTU;Mittetulundusühing;ei;;;67,17;69,67;;
80451627;KOHTLA-JÄRVE LINN, TORUJÕE TN 11 KORTERIÜHISTU;Mittetulundusühing;ei;;;165,8;165,8;;
80451745;TALLINN, UUS-SADAMA TN 21 // 23 // 25 KORTERIÜHISTU;Mittetulundusühing;jah;;;509,12;0;39399,97;
80451892;ALUTAGUSE VALD, TUDULINNA KÜLA, UUS TN 3 KORTERIÜHISTU;Mittetulundusühing;ei;;;104,67;109,32;;1
80451917;TALLINN, PÄRNU MNT 139E/2 KORTERIÜHISTU;Mittetulundusühing;jah;;;95,62;0;58493,11;
80451934;VIIMSI VALD, HAABNEEME ALEVIK, KASE TEE 4 KORTERIÜHISTU;Mittetulundusühing;ei;;;102,81;111,82;;
80451969;SILLAMÄE LINN I. PAVLOVI TN 7 KORTERIÜHISTU;Mittetulundusühing;ei;;;448,31;463;;2
80452006;TALLINN, PUNANE TN 27 KORTERIÜHISTU;Mittetulundusühing;ei;;;951,92;951,92;;
80452093;HALJALA VALD, VERGI KÜLA, SADAMA TEE 10 KORTERIÜHISTU;Mittetulundusühing;ei;;;62,18;63,1;;1
80452101;PAIDE LINN, AASA TN 15, AASA TÄNAV T5 KORTERIÜHISTU;Mittetulundusühing;ei;;;7,08;0;;
80452167;TALLINN, PÖÖRISE TN 22 KORTERIÜHISTU;Mittetulundusühing;ei;;;163;163;;
80452236;KOHTLA-JÄRVE LINN, KESKALLEE 2 KORTERIÜHISTU;Mittetulundusühing;ei;;Ida-Viru ( Kohtla-Järve linn );0;12,84;;2
80452472;PÄRNU LINN RIIA MNT 15 // SUUR-SEPA TN 2A KORTERIÜHISTU;Mittetulundusühing;ei;;;58,23;0;;
80452762;PÕLTSAMAA VALD PÕLTSAMAA LINN PAJUSI MNT 45 KORTERIÜHISTU;Mittetulundusühing;ei;;;;;;1
80452851;PÕHJA-PÄRNUMAA VALD, TOOTSI ALEV, KOOLI TN 2 KORTERIÜHISTU;Mittetulundusühing;ei;;;103,63;103,63;;
80453046;MULGI VALD, KARKSI-NUIA LINN, PÄRNU MNT 17A KORTERIÜHISTU;Mittetulundusühing;ei;;;104,93;108,83;;
80453371;KOHTLA-JÄRVE LINN KESKALLEE 25 KORTERIÜHISTU;Mittetulundusühing;ei;;;209,83;217,62;;
80454086;SILLAMÄE LINN, V. MAJAKOVSKI TN 15 KORTERIÜHISTU;Mittetulundusühing;ei;;;219,42;229,62;;2
80454181;VÕRU LINN, OLEVI TN 34A KORTERIÜHISTU;Mittetulundusühing;ei;;;307,69;321,35;;1
80454382;TARTU LINN, PARGI TN 10 KORTERIÜHISTU;Mittetulundusühing;ei;;;330,49;326,45;;
80454637;TALLINN, TÜVE TN 9A KORTERIÜHISTU;Mittetulundusühing;ei;;;442,73;462,41;;1
80454887;PÕLTSAMAA VALD, PÕLTSAMAA LINN, ÕUNA TN 2B KORTERIÜHISTU;Mittetulundusühing;ei;;;122,02;132,29;;1
80454904;TALLINN, LASTEKODU TN 23 // TARTU MNT 52 KORTERIÜHISTU;Mittetulundusühing;jah;;;807,34;0;98322,02;
80455068;TALLINN, NARVA MNT 90 KORTERIÜHISTU;Mittetulundusühing;ei;;;1356,81;1432,35;;1
80455602;PÄRNU LINN  A. H. TAMMSAARE PST 22 KORTERIÜHISTU;Mittetulundusühing;ei;;;74,51;0;;
80455996;MAARDU LINN, KEEMIKUTE TN 12A KORTERIÜHISTU;Mittetulundusühing;ei;;;869,71;886,15;;1
80456464;PÕHJA-PÄRNUMAA VALD PÄRNU-JAAGUPI ALEV UUS TN 51 KORTERIÜHISTU;Mittetulundusühing;ei;;;133,61;143,33;;
80456576;SILLAMÄE LINN ROHELINE TN 2 KORTERIÜHISTU;Mittetulundusühing;ei;;;;;;1
80456599;SILLAMÄE LINN KESK TN 55 KORTERIÜHISTU;Mittetulundusühing;ei;;;930,53;939,28;;1
80456926;VILJANDI LINN, KAUGE TN 12 KORTERIÜHISTU;Mittetulundusühing;ei;;;128,56;139,12;;1
80457498;NARVA-JÕESUU LINN, L. KOIDULA TN 19H KORTERIÜHISTU;Mittetulundusühing;ei;;;518,19;518,19;;
80457570;LÄÄNE-HARJU VALD, ÄMARI ALEVIK, LENNU TN 14 KORTERIÜHISTU;Mittetulundusühing;ei;;;13,68;15,5;;1
80457831;JÕELÄHTME VALD, LOO ALEVIK, SAHA TEE 1 KORTERIÜHISTU;Mittetulundusühing;ei;;;981,2;985,16;;
80457943;TARTU VALD, RAADI ALEV, KAUPMEHE TN 15 KORTERIÜHISTU;Mittetulundusühing;ei;;;226,16;234,56;;
80458181;MULGI VALD, KARKSI-NUIA LINN, PÕLLU TN 9A KORTERIÜHISTU;Mittetulundusühing;ei;;;52,91;56,23;;
80458196;LOKSA LINN, POSTI TN 5 KORTERIÜHISTU;Mittetulundusühing;ei;;;51,82;51,82;;
80458397;TALLINN, VABAÕHUMUUSEUMI TEE 5 KORTERIÜHISTU;Mittetulundusühing;ei;;;10,7;0;;
80458405;MTÜ VAITER;Mittetulundusühing;ei;TERVISHOID JA SOTSIAALHOOLEKANNE;Harju ( Saku vald );1756,99;1906,36;;2
80458641;TALLINN, PIKK TN 39 KORTERIÜHISTU;Mittetulundusühing;jah;;;;;9615,13;
80458687;NARVA-JÕESUU LINN, KUDRUKÜLA TN 3 KORTERIÜHISTU;Mittetulundusühing;ei;;;202,17;212,67;;2
80458753;TALLINN, MAJAKA TN 50 KORTERIÜHISTU;Mittetulundusühing;ei;;;381;384,2;;1
80458823;HAAPSALU LINN, LIHULA MNT 17 KORTERIÜHISTU;Mittetulundusühing;ei;;;21,7;23,52;;
80459362;KEHTNA VALD, KEHTNA ALEVIK, KOOLI TN 9 KORTERIÜHISTU;Mittetulundusühing;ei;;;92,7;102,67;;1
80459480;VILJANDI LINN, POSTI TN 7 // 7B KORTERIÜHISTU;Mittetulundusühing;ei;;;9,43;14,83;;1
80459669;TALLINN, SAANI TN 2 KORTERIÜHISTU;Mittetulundusühing;jah;;;162,34;0;40572,92;
80459824;TALLINN, SÕLE TN 60 KORTERIÜHISTU;Mittetulundusühing;ei;;;1811,98;1887,4;;3
80459965;TALLINN, PÕHJA PST 21C KORTERIÜHISTU;Mittetulundusühing;jah;;;11,03;0;13820,47;
80460230;TALLINN, TATARI TN 23A, TATARI TN 25 KORTERIÜHISTU;Mittetulundusühing;jah;;;953,67;0;58946,51;
80460550;TALLINN, A. H. TAMMSAARE TEE 101 KORTERIÜHISTU;Mittetulundusühing;ei;;;723,07;723,07;;
80460796;TAPA VALD, TAMSALU LINN, KOIDU TN 17 KORTERIÜHISTU;Mittetulundusühing;ei;;;207,29;207,29;;
80460980;PÄRNU LINN, SUPELUSE TN 2A KORTERIÜHISTU;Mittetulundusühing;jah;;;321,07;0;23755,32;
80461057;VÄIKE-MAARJA VALD VÄIKE-MAARJA ALEVIK LÕUNA TN 17 KORTERIÜHISTU;Mittetulundusühing;ei;;;;;;1
80461577;TALLINN, SÕPRUSE PST 244 KORTERIÜHISTU;Mittetulundusühing;ei;;;122,55;122,55;;1
80462217;TALLINN, KOPLI TN 96B, KOPLI TN 96D KORTERIÜHISTU;Mittetulundusühing;ei;;;1155,35;1179,11;;1
80462529;SILLAMÄE LINN, HARIDUSE TN 7 KORTERIÜHISTU;Mittetulundusühing;ei;;;116,4;118,12;;1
80463085;PÕLTSAMAA VALD, PÕLTSAMAA LINN, ÕUNA TN 2A KORTERIÜHISTU;Mittetulundusühing;ei;;;120,64;126,67;;
80463263;VÕRU LINN, F. R. KREUTZWALDI TN 53 KORTERIÜHISTU;Mittetulundusühing;ei;;;996,88;1069,44;;1
80463719;JÕGEVA VALD, LAIUSE ALEVIK, VAHTRA TN 3 KORTERIÜHISTU;Mittetulundusühing;ei;;;127,19;137,63;;1
80463731;SILLAMÄE LINN, KESK TN 59 KORTERIÜHISTU;Mittetulundusühing;ei;;;;;;1
80463748;SILLAMÄE LINN, KESK TN 57 KORTERIÜHISTU;Mittetulundusühing;ei;;;659,57;665,99;;3
80464021;ALUTAGUSE VALD, KURTNA KÜLA, KURTNA 14 KORTERIÜHISTU;Mittetulundusühing;ei;;;214,65;214,65;;
80464328;LÜGANUSE VALD, KIVIÕLI LINN, KESKPUIESTEE 32 KORTERIÜHISTU;Mittetulundusühing;ei;;;207,29;207,29;;
80464334;LÜGANUSE VALD, KIVIÕLI LINN, SOO TN 1 KORTERIÜHISTU;Mittetulundusühing;ei;;;409,4;423;;2
80464340;LOKSA LINN NOORUSE TN 4 KORTERIÜHISTU;Mittetulundusühing;ei;;;143,55;147,03;;2
80464765;MULGI VALD, KARKSI-NUIA LINN, TIIGI TN 2 KORTERIÜHISTU;Mittetulundusühing;ei;;;699,66;724,87;;
80465167;TARTU LINN, TÄHE TN 56 // 56A KORTERIÜHISTU;Mittetulundusühing;ei;;;404,3;419,3;;
80465368;TAPA VALD, TAMSALU LINN, SÄÄSE TN 8 KORTERIÜHISTU;Mittetulundusühing;ei;;;878,56;908,16;;1
80465865;NARVA LINN, KOIDULA TN 5 KORTERIÜHISTU;Mittetulundusühing;ei;;;122,25;122,25;;
80465954;TARTU LINN, A. STARKOPFI TN 11 // 13 // E. KITSE TN 1 // 3 KORTERIÜHISTU;Mittetulundusühing;ei;;;;;;1
80466066;SILLAMÄE LINN, KESK TN 43 KORTERIÜHISTU;Mittetulundusühing;ei;;;431,29;432,05;;
80466304;PÄRNU LINN, ROHU TN 15 KORTERIÜHISTU;Mittetulundusühing;ei;;;658,42;681,03;;2
80466439;TARTU LINN, VEERIKU TN 6 KORTERIÜHISTU;Mittetulundusühing;ei;;;132,66;132,66;;
80466764;TALLINN, TUHA TN 7 KORTERIÜHISTU;Mittetulundusühing;ei;;;1036,36;1051,62;;1
80466853;LÄÄNERANNA VALD, KOONGA KÜLA, KOONGA KESKUS 4 KORTERIÜHISTU;Mittetulundusühing;ei;;;81,5;82,7;;1
80467261;TAPA VALD, TAMSALU LINN, ÄÄSI TN 19 KORTERIÜHISTU;Mittetulundusühing;ei;;;990,72;1014,79;;1
80467290;VÄIKE-MAARJA VALD, RAKKE ALEVIK, ORU TN 2 KORTERIÜHISTU;Mittetulundusühing;ei;;;82,28;85,34;;
80467769;TALLINN, HÄRJAPEA TN 26 KORTERIÜHISTU;Mittetulundusühing;ei;;;242,58;251,58;;
80467812;TAPA VALD, UUDEKÜLA, LINNU KORTERIÜHISTU;Mittetulundusühing;ei;;;139,89;139,89;;
80467924;TARTU LINN, LÄÄNE TN 2 KORTERIÜHISTU;Mittetulundusühing;ei;;;112,74;104,38;;
80467999;KOHTLA-JÄRVE LINN, KESKALLEE 22 KORTERIÜHISTU;Mittetulundusühing;ei;;;177;180,72;;1
80468013;MAARDU LINN, RINGI TN 31 KORTERIÜHISTU;Mittetulundusühing;ei;;;486,83;493,91;;
80468438;JÕHVI VALD, JÕHVI LINN, KUTSE TN 3 KORTERIÜHISTU;Mittetulundusühing;ei;;;103,63;103,63;;
80468504;TALLINN, KARJAVÄLJA TN 10 KORTERIÜHISTU;Mittetulundusühing;jah;;;369,99;0;26739,7;
80468705;SILLAMÄE LINN, M. RUMJANTSEVI TN 9 KORTERIÜHISTU;Mittetulundusühing;ei;;;285,25;286,45;;1
80468728;KEHTNA VALD, KEHTNA ALEVIK, STAADIONI TN 4 KORTERIÜHISTU;Mittetulundusühing;ei;;;211,33;222,79;;1
80468763;TALLINN, RISTIKU TN 41 KORTERIÜHISTU;Mittetulundusühing;jah;;;28,3;0;3950;
80468786;PÕLTSAMAA VALD, PÕLTSAMAA LINN, ÕUNA TN 5 KORTERIÜHISTU;Mittetulundusühing;ei;;;209,83;217,62;;
80469001;TALLINN, VIRBI TN 8 // 10 KORTERIÜHISTU;Mittetulundusühing;ei;;;2920,34;2933,88;;
80469018;TÕRVA VALD, HUMMULI ALEVIK, VEE TN 4 KORTERIÜHISTU;Mittetulundusühing;ei;;;459,59;497,32;;2
80469194;KOHTLA-JÄRVE LINN, RAVI TN 3 KORTERIÜHISTU;Mittetulundusühing;ei;;;389,09;404,61;;
80469248;TALLINN, SITSI TN 17 KORTERIÜHISTU;Mittetulundusühing;ei;;;805,94;848,39;;1
80469455;LÜGANUSE VALD, KIVIÕLI LINN, KESKPUIESTEE 39 KORTERIÜHISTU;Mittetulundusühing;ei;;;422,9;429;;1
80470211;KOHTLA-JÄRVE LINN, JÄRVEKÜLA TEE 67A KORTERIÜHISTU;Mittetulundusühing;ei;;;414,11;431,98;;2
80470607;KAMBJA VALD, KAMBJA ALEVIK, MÄNNI TN 3 KORTERIÜHISTU;Mittetulundusühing;ei;;;90,75;90,75;;
80470629;ELVA VALD, RANNU ALEVIK, AIA TN 6 KORTERIÜHISTU;Mittetulundusühing;ei;;;310,92;310,92;;
80470702;TALLINN, AKADEEMIA TEE 52 KORTERIÜHISTU;Mittetulundusühing;ei;;;982,55;993,41;;2
80470843;PÄRNU LINN, MÄNNI TN 5 // 7 // 9 KORTERIÜHISTU;Mittetulundusühing;ei;;;106,75;116,21;;
80471009;NARVA LINN, KOIDULA TN 2 KORTERIÜHISTU;Mittetulundusühing;ei;;;118,19;118,19;;
80471021;TALLINN, TULIKA TN 50 KORTERIÜHISTU;Mittetulundusühing;ei;;;428,95;428,95;;
80471156;SILLAMÄE LINN, KAJAKA TN 8 KORTERIÜHISTU;Mittetulundusühing;ei;;;1094,01;1122,99;;1
80471216;HALJALA VALD, VÕSU ALEVIK, KARJA TN 8 KORTERIÜHISTU;Mittetulundusühing;ei;;;160,7;173,9;;1
80471363;VÄIKE-MAARJA VALD, VAO KÜLA, PARGI TN 8 KORTERIÜHISTU;Mittetulundusühing;ei;;;195,6;195,6;;
80471417;ALUTAGUSE VALD, KURTNA KÜLA, KURTNA 4 KORTERIÜHISTU;Mittetulundusühing;ei;;;171,72;171,72;;1
80471676;MAARDU LINN, KEEMIKUTE TN 32 KORTERIÜHISTU;Mittetulundusühing;ei;;;331,34;336,2;;2
